"year","jurisdiction","race.ethnicity","avg.scale.score","accommodations.permitted"
2003,"Idaho","American Indian/Alaska Native",NA,"yes"
2003,"Idaho","Asian/Pacific Islander",NA,"yes"
2003,"Idaho","Black",NA,"yes"
2003,"Idaho","Hispanic",198.567348845553,"yes"
2003,"Idaho","Two or more races",NA,"yes"
2003,"Idaho","White",221.589700857632,"yes"
2005,"Idaho","All students",221.85951138201,"yes"
2005,"Idaho","American Indian/Alaska Native",NA,"yes"
2005,"Idaho","Asian/Pacific Islander",NA,"yes"
2005,"Idaho","Black",NA,"yes"
2005,"Idaho","Hispanic",199.283800938352,"yes"
2005,"Idaho","Two or more races",NA,"yes"
2005,"Idaho","White",226.093079041998,"yes"
2007,"Idaho","All students",223.404065315834,"yes"
2007,"Idaho","American Indian/Alaska Native",201.586575348411,"yes"
2007,"Idaho","Asian/Pacific Islander",NA,"yes"
2007,"Idaho","Black",NA,"yes"
2007,"Idaho","Hispanic",203.805207058392,"yes"
2007,"Idaho","Two or more races",NA,"yes"
2007,"Idaho","White",227.11244870091,"yes"
2009,"Idaho","All students",221.022924421352,"yes"
2009,"Idaho","American Indian/Alaska Native",NA,"yes"
2009,"Idaho","Asian/Pacific Islander",224.97785658082,"yes"
2009,"Idaho","Black",NA,"yes"
2009,"Idaho","Hispanic",200.686704683964,"yes"
2009,"Idaho","Two or more races",NA,"yes"
2009,"Idaho","White",224.853941110061,"yes"
2011,"Idaho","All students",220.82977062234,"yes"
2011,"Idaho","American Indian/Alaska Native",NA,"yes"
2011,"Idaho","Asian/Pacific Islander",224.196704927864,"yes"
2011,"Idaho","Black",NA,"yes"
2011,"Idaho","Hispanic",201.488744162678,"yes"
2011,"Idaho","Two or more races",NA,"yes"
2011,"Idaho","White",225.36892153724,"yes"
2013,"Idaho","All students",219.302985951792,"yes"
2013,"Idaho","American Indian/Alaska Native",NA,"yes"
2013,"Idaho","Asian/Pacific Islander",NA,"yes"
2013,"Idaho","Black",NA,"yes"
2013,"Idaho","Hispanic",198.229379280413,"yes"
2013,"Idaho","Two or more races",215.783645498967,"yes"
2013,"Idaho","White",224.356172355956,"yes"
2015,"Idaho","All students",221.690066165659,"yes"
2015,"Idaho","American Indian/Alaska Native",NA,"yes"
2015,"Idaho","Asian/Pacific Islander",NA,"yes"
2015,"Idaho","Black",NA,"yes"
2015,"Idaho","Hispanic",199.709241693401,"yes"
2015,"Idaho","Two or more races",NA,"yes"
2015,"Idaho","White",226.9600418562,"yes"
2017,"Idaho","All students",222.791065689088,"yes"
2017,"Idaho","American Indian/Alaska Native",NA,"yes"
2017,"Idaho","Asian/Pacific Islander",NA,"yes"
2017,"Idaho","Black",NA,"yes"
2017,"Idaho","Hispanic",204.96584678239,"yes"
2017,"Idaho","Two or more races",NA,"yes"
2017,"Idaho","White",227.752770815131,"yes"
2019,"Idaho","All students",222.505864271442,"yes"
2019,"Idaho","American Indian/Alaska Native",NA,"yes"
2019,"Idaho","Asian/Pacific Islander",NA,"yes"
2019,"Idaho","Black",NA,"yes"
2019,"Idaho","Hispanic",205.032486136753,"yes"
2019,"Idaho","Two or more races",224.361364597572,"yes"
2019,"Idaho","White",227.356833349503,"yes"
1992,"Illinois","All students",NA,"no"
1992,"Illinois","American Indian/Alaska Native",NA,"no"
1992,"Illinois","Asian/Pacific Islander",NA,"no"
1992,"Illinois","Black",NA,"no"
1992,"Illinois","Hispanic",NA,"no"
1992,"Illinois","Two or more races",NA,"no"
1992,"Illinois","White",NA,"no"
1994,"Illinois","All students",NA,"no"
1994,"Illinois","American Indian/Alaska Native",NA,"no"
1994,"Illinois","Asian/Pacific Islander",NA,"no"
1994,"Illinois","Black",NA,"no"
1994,"Illinois","Hispanic",NA,"no"
1994,"Illinois","Two or more races",NA,"no"
1994,"Illinois","White",NA,"no"
1998,"Illinois","All students",NA,"yes"
1998,"Illinois","All students",NA,"no"
1998,"Illinois","American Indian/Alaska Native",NA,"yes"
1998,"Illinois","American Indian/Alaska Native",NA,"no"
1998,"Illinois","Asian/Pacific Islander",NA,"yes"
1998,"Illinois","Asian/Pacific Islander",NA,"no"
1998,"Illinois","Black",NA,"yes"
1998,"Illinois","Black",NA,"no"
1998,"Illinois","Hispanic",NA,"yes"
1998,"Illinois","Hispanic",NA,"no"
1998,"Illinois","Two or more races",NA,"yes"
1998,"Illinois","Two or more races",NA,"no"
1998,"Illinois","White",NA,"yes"
1998,"Illinois","White",NA,"no"
2000,"Illinois","All students",NA,"yes"
2000,"Illinois","All students",NA,"no"
2000,"Illinois","American Indian/Alaska Native",NA,"yes"
2000,"Illinois","American Indian/Alaska Native",NA,"no"
2000,"Illinois","Asian/Pacific Islander",NA,"yes"
2000,"Illinois","Asian/Pacific Islander",NA,"no"
2000,"Illinois","Black",NA,"yes"
2000,"Illinois","Black",NA,"no"
2000,"Illinois","Hispanic",NA,"yes"
2000,"Illinois","Hispanic",NA,"no"
2000,"Illinois","Two or more races",NA,"yes"
2000,"Illinois","Two or more races",NA,"no"
2000,"Illinois","White",NA,"yes"
2000,"Illinois","White",NA,"no"
2002,"Illinois","All students",NA,"yes"
2002,"Illinois","American Indian/Alaska Native",NA,"yes"
2002,"Illinois","Asian/Pacific Islander",NA,"yes"
2002,"Illinois","Black",NA,"yes"
2002,"Illinois","Hispanic",NA,"yes"
2002,"Illinois","Two or more races",NA,"yes"
2002,"Illinois","White",NA,"yes"
2003,"Illinois","All students",216.3042879829,"yes"
2003,"Illinois","American Indian/Alaska Native",NA,"yes"
2003,"Illinois","Asian/Pacific Islander",235.10167749675,"yes"
2003,"Illinois","Black",194.366999138375,"yes"
2003,"Illinois","Hispanic",197.408801112567,"yes"
2003,"Illinois","Two or more races",NA,"yes"
2003,"Illinois","White",228.37886914428,"yes"
2005,"Illinois","All students",216.489719991402,"yes"
2005,"Illinois","American Indian/Alaska Native",NA,"yes"
2005,"Illinois","Asian/Pacific Islander",230.233425464117,"yes"
2005,"Illinois","Black",193.964636838525,"yes"
2005,"Illinois","Hispanic",199.391172242805,"yes"
2005,"Illinois","Two or more races",NA,"yes"
2005,"Illinois","White",230.259542852432,"yes"
2007,"Illinois","All students",219.386811378061,"yes"
2007,"Illinois","American Indian/Alaska Native",NA,"yes"
2007,"Illinois","Asian/Pacific Islander",239.629960638323,"yes"
2007,"Illinois","Black",201.01434303038,"yes"
2007,"Illinois","Hispanic",205.350487041319,"yes"
2007,"Illinois","Two or more races",NA,"yes"
2007,"Illinois","White",229.742452117846,"yes"
2009,"Illinois","All students",219.16577996227,"yes"
2009,"Illinois","American Indian/Alaska Native",NA,"yes"
2009,"Illinois","Asian/Pacific Islander",248.530546528268,"yes"
2009,"Illinois","Black",197.510643795215,"yes"
2009,"Illinois","Hispanic",203.135259086908,"yes"
2009,"Illinois","Two or more races",222.969635712111,"yes"
2009,"Illinois","White",230.965950836555,"yes"
2011,"Illinois","All students",219.357498259988,"yes"
2011,"Illinois","American Indian/Alaska Native",NA,"yes"
2011,"Illinois","Asian/Pacific Islander",236.862908756174,"yes"
2011,"Illinois","Black",198.362018530592,"yes"
2011,"Illinois","Hispanic",203.883681887066,"yes"
2011,"Illinois","Two or more races",224.791125423225,"yes"
2011,"Illinois","White",231.026909837315,"yes"
2013,"Illinois","All students",218.540183872207,"yes"
2013,"Illinois","American Indian/Alaska Native",NA,"yes"
2013,"Illinois","Asian/Pacific Islander",241.803110261336,"yes"
2013,"Illinois","Black",198.515898553086,"yes"
2013,"Illinois","Hispanic",204.308332539672,"yes"
2013,"Illinois","Two or more races",221.136474405605,"yes"
2013,"Illinois","White",230.900965026876,"yes"
2015,"Illinois","All students",222.022267695473,"yes"
2015,"Illinois","American Indian/Alaska Native",NA,"yes"
2015,"Illinois","Asian/Pacific Islander",245.257733521832,"yes"
2015,"Illinois","Black",201.731192859822,"yes"
2015,"Illinois","Hispanic",211.013983803032,"yes"
2015,"Illinois","Two or more races",224.221732721385,"yes"
2015,"Illinois","White",233.220599884276,"yes"
2017,"Illinois","All students",220.365898453327,"yes"
2017,"Illinois","American Indian/Alaska Native",NA,"yes"
2017,"Illinois","Asian/Pacific Islander",243.865529287448,"yes"
2017,"Illinois","Black",199.485411929581,"yes"
2017,"Illinois","Hispanic",209.102286510873,"yes"
2017,"Illinois","Two or more races",218.671030282589,"yes"
2017,"Illinois","White",231.803870050429,"yes"
2019,"Illinois","All students",218.172226008408,"yes"
2019,"Illinois","American Indian/Alaska Native",NA,"yes"
2019,"Illinois","Asian/Pacific Islander",238.077432858,"yes"
2019,"Illinois","Black",200.31139641549,"yes"
2019,"Illinois","Hispanic",207.861282097742,"yes"
2019,"Illinois","Two or more races",228.805115684928,"yes"
2019,"Illinois","White",228.217536238737,"yes"
1992,"Indiana","All students",221.146484876227,"no"
1992,"Indiana","American Indian/Alaska Native",NA,"no"
1992,"Indiana","Asian/Pacific Islander",NA,"no"
1992,"Indiana","Black",199.504182018081,"no"
1992,"Indiana","Hispanic",NA,"no"
1992,"Indiana","Two or more races",NA,"no"
1992,"Indiana","White",224.129318375044,"no"
1994,"Indiana","All students",219.763257536075,"no"
1994,"Indiana","American Indian/Alaska Native",NA,"no"
1994,"Indiana","Asian/Pacific Islander",NA,"no"
1994,"Indiana","Black",192.265781412087,"no"
1994,"Indiana","Hispanic",NA,"no"
1994,"Indiana","Two or more races",NA,"no"
1994,"Indiana","White",223.595123211446,"no"
1998,"Indiana","All students",NA,"yes"
1998,"Indiana","All students",NA,"no"
1998,"Indiana","American Indian/Alaska Native",NA,"yes"
1998,"Indiana","American Indian/Alaska Native",NA,"no"
1998,"Indiana","Asian/Pacific Islander",NA,"yes"
1998,"Indiana","Asian/Pacific Islander",NA,"no"
1998,"Indiana","Black",NA,"yes"
1998,"Indiana","Black",NA,"no"
1998,"Indiana","Hispanic",NA,"yes"
1998,"Indiana","Hispanic",NA,"no"
1998,"Indiana","Two or more races",NA,"yes"
1998,"Indiana","Two or more races",NA,"no"
1998,"Indiana","White",NA,"yes"
1998,"Indiana","White",NA,"no"
2000,"Indiana","All students",NA,"yes"
2000,"Indiana","All students",NA,"no"
2000,"Indiana","American Indian/Alaska Native",NA,"yes"
2000,"Indiana","American Indian/Alaska Native",NA,"no"
2000,"Indiana","Asian/Pacific Islander",NA,"yes"
2000,"Indiana","Asian/Pacific Islander",NA,"no"
2000,"Indiana","Black",NA,"yes"
2000,"Indiana","Black",NA,"no"
2000,"Indiana","Hispanic",NA,"yes"
2000,"Indiana","Hispanic",NA,"no"
2000,"Indiana","Two or more races",NA,"yes"
2000,"Indiana","Two or more races",NA,"no"
2000,"Indiana","White",NA,"yes"
2000,"Indiana","White",NA,"no"
2002,"Indiana","All students",221.88034682187,"yes"
2002,"Indiana","American Indian/Alaska Native",NA,"yes"
2002,"Indiana","Asian/Pacific Islander",NA,"yes"
2002,"Indiana","Black",202.352188435944,"yes"
2002,"Indiana","Hispanic",215.940243035778,"yes"
2002,"Indiana","Two or more races",NA,"yes"
2002,"Indiana","White",225.234990458311,"yes"
2003,"Indiana","All students",220.406491126679,"yes"
2003,"Indiana","American Indian/Alaska Native",NA,"yes"
2003,"Indiana","Asian/Pacific Islander",NA,"yes"
2003,"Indiana","Black",196.622158088607,"yes"
2003,"Indiana","Hispanic",212.480155369904,"yes"
2003,"Indiana","Two or more races",221.480191563257,"yes"
2003,"Indiana","White",224.334909669046,"yes"
2005,"Indiana","All students",218.072533254427,"yes"
2005,"Indiana","American Indian/Alaska Native",NA,"yes"
2005,"Indiana","Asian/Pacific Islander",NA,"yes"
2005,"Indiana","Black",196.877387422999,"yes"
2005,"Indiana","Hispanic",207.502886748821,"yes"
2005,"Indiana","Two or more races",210.294892337149,"yes"
2005,"Indiana","White",223.224087376005,"yes"
2007,"Indiana","All students",221.673092302826,"yes"
2007,"Indiana","American Indian/Alaska Native",NA,"yes"
2007,"Indiana","Asian/Pacific Islander",NA,"yes"
2007,"Indiana","Black",201.182334673575,"yes"
2007,"Indiana","Hispanic",207.21523007024,"yes"
2007,"Indiana","Two or more races",214.647219794739,"yes"
2007,"Indiana","White",225.536131495513,"yes"
2009,"Indiana","All students",222.659480848241,"yes"
2009,"Indiana","American Indian/Alaska Native",NA,"yes"
2009,"Indiana","Asian/Pacific Islander",NA,"yes"
2009,"Indiana","Black",205.69936218403,"yes"
2009,"Indiana","Hispanic",203.286237005545,"yes"
2009,"Indiana","Two or more races",218.051317435289,"yes"
2009,"Indiana","White",227.090575733648,"yes"
2011,"Indiana","All students",220.731342685885,"yes"
2011,"Indiana","American Indian/Alaska Native",NA,"yes"
2011,"Indiana","Asian/Pacific Islander",NA,"yes"
2011,"Indiana","Black",202.591306661953,"yes"
2011,"Indiana","Hispanic",203.300012148919,"yes"
2011,"Indiana","Two or more races",216.530931831851,"yes"
2011,"Indiana","White",225.991566546401,"yes"
2013,"Indiana","All students",225.332340846939,"yes"
2013,"Indiana","American Indian/Alaska Native",NA,"yes"
2013,"Indiana","Asian/Pacific Islander",235.133608846854,"yes"
2013,"Indiana","Black",206.99209499581,"yes"
2013,"Indiana","Hispanic",215.460571571415,"yes"
2013,"Indiana","Two or more races",222.471807383814,"yes"
2013,"Indiana","White",229.041067018858,"yes"
2015,"Indiana","All students",227.278891330949,"yes"
2015,"Indiana","American Indian/Alaska Native",NA,"yes"
2015,"Indiana","Asian/Pacific Islander",NA,"yes"
2015,"Indiana","Black",211.823035114778,"yes"
2015,"Indiana","Hispanic",215.836035866822,"yes"
2015,"Indiana","Two or more races",228.390251629028,"yes"
2015,"Indiana","White",231.454538098252,"yes"
2017,"Indiana","All students",226.417994745998,"yes"
2017,"Indiana","American Indian/Alaska Native",NA,"yes"
2017,"Indiana","Asian/Pacific Islander",NA,"yes"
2017,"Indiana","Black",209.978061289431,"yes"
2017,"Indiana","Hispanic",214.27393350892,"yes"
2017,"Indiana","Two or more races",224.105437792067,"yes"
2017,"Indiana","White",231.064569186819,"yes"
2019,"Indiana","All students",221.812962059612,"yes"
2019,"Indiana","American Indian/Alaska Native",NA,"yes"
2019,"Indiana","Asian/Pacific Islander",232.682479483015,"yes"
2019,"Indiana","Black",199.827810904762,"yes"
2019,"Indiana","Hispanic",210.675562157327,"yes"
2019,"Indiana","Two or more races",218.664833961937,"yes"
2019,"Indiana","White",227.827373406791,"yes"
1992,"Iowa","All students",225.490171445697,"no"
1992,"Iowa","American Indian/Alaska Native",NA,"no"
1992,"Iowa","Asian/Pacific Islander",NA,"no"
1992,"Iowa","Black",208.403337381651,"no"
1992,"Iowa","Hispanic",NA,"no"
1992,"Iowa","Two or more races",NA,"no"
1992,"Iowa","White",226.248078683031,"no"
1994,"Iowa","All students",222.852938978155,"no"
1994,"Iowa","American Indian/Alaska Native",NA,"no"
1994,"Iowa","Asian/Pacific Islander",NA,"no"
1994,"Iowa","Black",184.945693247158,"no"
1994,"Iowa","Hispanic",NA,"no"
1994,"Iowa","Two or more races",NA,"no"
1994,"Iowa","White",223.940157935698,"no"
1998,"Iowa","All students",220.118009579166,"yes"
1998,"Iowa","All students",223.045210304491,"no"
1998,"Iowa","American Indian/Alaska Native",NA,"yes"
1998,"Iowa","American Indian/Alaska Native",NA,"no"
1998,"Iowa","Asian/Pacific Islander",NA,"yes"
1998,"Iowa","Asian/Pacific Islander",NA,"no"
1998,"Iowa","Black",190.778979011653,"yes"
1998,"Iowa","Black",195.067840473895,"no"
1998,"Iowa","Hispanic",NA,"yes"
1998,"Iowa","Hispanic",NA,"no"
1998,"Iowa","Two or more races",NA,"yes"
1998,"Iowa","Two or more races",NA,"no"
1998,"Iowa","White",222.02204521185,"yes"
1998,"Iowa","White",225.151429301822,"no"
2000,"Iowa","All students",NA,"yes"
2000,"Iowa","All students",NA,"no"
2000,"Iowa","American Indian/Alaska Native",NA,"yes"
2000,"Iowa","American Indian/Alaska Native",NA,"no"
2000,"Iowa","Asian/Pacific Islander",NA,"yes"
2000,"Iowa","Asian/Pacific Islander",NA,"no"
2000,"Iowa","Black",NA,"yes"
2000,"Iowa","Black",NA,"no"
2000,"Iowa","Hispanic",NA,"yes"
2000,"Iowa","Hispanic",NA,"no"
2000,"Iowa","Two or more races",NA,"yes"
2000,"Iowa","Two or more races",NA,"no"
2000,"Iowa","White",NA,"yes"
2000,"Iowa","White",NA,"no"
2002,"Iowa","All students",223.330640850894,"yes"
2002,"Iowa","American Indian/Alaska Native",NA,"yes"
2002,"Iowa","Asian/Pacific Islander",NA,"yes"
2002,"Iowa","Black",207.445227277249,"yes"
2002,"Iowa","Hispanic",203.476071215296,"yes"
2002,"Iowa","Two or more races",NA,"yes"
2002,"Iowa","White",225.355701677939,"yes"
2003,"Iowa","All students",223.271129818993,"yes"
2003,"Iowa","American Indian/Alaska Native",NA,"yes"
2003,"Iowa","Asian/Pacific Islander",NA,"yes"
2003,"Iowa","Black",196.081080542237,"yes"
2003,"Iowa","Hispanic",205.068388676214,"yes"
2003,"Iowa","Two or more races",NA,"yes"
2003,"Iowa","White",225.930255374643,"yes"
2005,"Iowa","All students",220.809400187707,"yes"
2005,"Iowa","American Indian/Alaska Native",NA,"yes"
2005,"Iowa","Asian/Pacific Islander",224.254783534317,"yes"
2005,"Iowa","Black",200.69200326796,"yes"
2005,"Iowa","Hispanic",199.741505092319,"yes"
2005,"Iowa","Two or more races",NA,"yes"
2005,"Iowa","White",223.539891120803,"yes"
2007,"Iowa","All students",224.894795386947,"yes"
2007,"Iowa","American Indian/Alaska Native",NA,"yes"
2007,"Iowa","Asian/Pacific Islander",235.299745888091,"yes"
2007,"Iowa","Black",204.93446454426,"yes"
2007,"Iowa","Hispanic",208.339271285434,"yes"
2007,"Iowa","Two or more races",NA,"yes"
2007,"Iowa","White",226.864476807084,"yes"
2009,"Iowa","All students",221.422298113147,"yes"
2009,"Iowa","American Indian/Alaska Native",NA,"yes"
2009,"Iowa","Asian/Pacific Islander",229.314048493593,"yes"
2009,"Iowa","Black",203.237599954953,"yes"
2009,"Iowa","Hispanic",207.425586321157,"yes"
2009,"Iowa","Two or more races",NA,"yes"
2009,"Iowa","White",223.908336031174,"yes"
2011,"Iowa","All students",220.707446954895,"yes"
2011,"Iowa","American Indian/Alaska Native",NA,"yes"
2011,"Iowa","Asian/Pacific Islander",227.163343725939,"yes"
2011,"Iowa","Black",192.727013475025,"yes"
2011,"Iowa","Hispanic",200.914473799924,"yes"
2011,"Iowa","Two or more races",219.764895749074,"yes"
2011,"Iowa","White",224.863543447807,"yes"
2013,"Iowa","All students",223.815804634611,"yes"
2013,"Iowa","American Indian/Alaska Native",NA,"yes"
2013,"Iowa","Asian/Pacific Islander",218.721447685633,"yes"
2013,"Iowa","Black",199.611508291045,"yes"
2013,"Iowa","Hispanic",209.833922729414,"yes"
2013,"Iowa","Two or more races",220.464600476848,"yes"
2013,"Iowa","White",227.192788381948,"yes"
2015,"Iowa","All students",223.62939884096,"yes"
2015,"Iowa","American Indian/Alaska Native",NA,"yes"
2015,"Iowa","Asian/Pacific Islander",232.916909483821,"yes"
2015,"Iowa","Black",195.350471608738,"yes"
2015,"Iowa","Hispanic",209.191997240807,"yes"
2015,"Iowa","Two or more races",226.718714483783,"yes"
2015,"Iowa","White",227.638360021175,"yes"
2017,"Iowa","All students",221.74726754679,"yes"
2017,"Iowa","American Indian/Alaska Native",NA,"yes"
2017,"Iowa","Asian/Pacific Islander",NA,"yes"
2017,"Iowa","Black",188.266969871815,"yes"
2017,"Iowa","Hispanic",204.624207498469,"yes"
2017,"Iowa","Two or more races",217.449517878787,"yes"
2017,"Iowa","White",227.024456167013,"yes"
2019,"Iowa","All students",220.502917093727,"yes"
2019,"Iowa","American Indian/Alaska Native",NA,"yes"
2019,"Iowa","Asian/Pacific Islander",220.29131749454,"yes"
2019,"Iowa","Black",191.575945196066,"yes"
2019,"Iowa","Hispanic",206.399017475534,"yes"
2019,"Iowa","Two or more races",221.120007111206,"yes"
2019,"Iowa","White",225.503409972121,"yes"
1992,"Kansas","All students",NA,"no"
